종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","4165","15","0.36","188477741235"
"006840","AK홀딩스","KOSPI","기타금융","17980","-20","-0.11","238191146780"
"027410","BGF","KOSPI","기타금융","3570","30","0.85","341708943870"
"282330","BGF리테일","KOSPI","유통업","135400","1900","1.42","2340240872400"
"138930","BNK금융지주","KOSPI","기타금융","7100","30","0.42","2286827909800"
"001460","BYC","KOSPI","섬유의복","417500","5000","1.21","260776762500"
"001465","BYC우","KOSPI","섬유의복","140600","200","0.14","30283131000"
"001040","CJ","KOSPI","기타금융","90000","500","0.56","2625929820000"
"079160","CJ CGV","KOSPI","서비스업","5590","130","2.38","684390883150"
"00104K","CJ4우(전환)","KOSPI","기타금융","69900","400","0.58","295433188800"
"000120","CJ대한통운","KOSPI","운수창고업","89900","2500","2.86","2050829725600"
"011150","CJ씨푸드","KOSPI","음식료품","2790","85","3.14","100246856670"
"011155","CJ씨푸드1우","KOSPI","음식료품","19510","50","0.26","3902000000"
"001045","CJ우","KOSPI","기타금융","48300","250","0.52","109168770900"
"097950","CJ제일제당","KOSPI","음식료품","320000","1000","0.31","4817339520000"
"097955","CJ제일제당 우","KOSPI","음식료품","132500","1200","0.91","175884872500"
"000480","CR홀딩스","KOSPI","비금속광물","6900","70","1.02","194199340800"
"000590","CS홀딩스","KOSPI","기타금융","59200","400","0.68","68345334400"
"012030","DB","KOSPI","서비스업","1704","15","0.89","342800381832"
"016610","DB금융투자","KOSPI","증권","3955","45","1.15","167875468495"
"005830","DB손해보험","KOSPI","보험","82000","400","0.49","5805600000000"
"000990","DB하이텍","KOSPI","전기전자","56600","1300","2.35","2512960080800"
"139130","DGB금융지주","KOSPI","기타금융","8320","50","0.60","1407293330560"
"001530","DI동일","KOSPI","유통업","31700","200","0.63","825489460900"
"000210","DL","KOSPI","화학","48200","-700","-1.43","1010073608800"
"001880","DL건설","KOSPI","건설업","13280","-40","-0.30","292867611520"
"000215","DL우","KOSPI","화학","22950","0","0.00","38696339250"
"375500","DL이앤씨","KOSPI","건설업","36400","-300","-0.82","1408447877200"
"37550L","DL이앤씨2우(전환)","KOSPI","건설업","23750","-200","-0.84","50158836250"
"37550K","DL이앤씨우","KOSPI","건설업","18400","-30","-0.16","38895484000"
"007340","DN오토모티브","KOSPI","전기전자","71300","800","1.13","712572556500"
"004840","DRB동일","KOSPI","화학","5900","-50","-0.84","117587000000"
"155660","DSR","KOSPI","철강금속","4430","45","1.03","70880000000"
"069730","DSR제강","KOSPI","철강금속","4235","45","1.07","60984000000"
"017940","E1","KOSPI","유통업","58300","200","0.34","399938000000"
"365550","ESR켄달스퀘어리츠","KOSPI","서비스업","3525","50","1.44","751138725000"
"383220","F&F","KOSPI","섬유의복","87100","-1300","-1.47","3336546232500"
"007700","F&F홀딩스","KOSPI","기타금융","16270","150","0.93","636390751090"
"114090","GKL","KOSPI","서비스업","14150","150","1.07","875257730500"
"078930","GS","KOSPI","기타금융","42400","-100","-0.24","3939612027200"
"006360","GS건설","KOSPI","건설업","16000","190","1.20","1369303840000"
"001250","GS글로벌","KOSPI","유통업","2510","60","2.45","207159747640"
"007070","GS리테일","KOSPI","유통업","24850","-50","-0.20","2602240361700"
"078935","GS우","KOSPI","기타금융","35750","-50","-0.14","63807529500"
"012630","HDC","KOSPI","기타금융","6800","-120","-1.73","406243702800"
"039570","HDC랩스","KOSPI","건설업","7420","-30","-0.40","192605399420"
"089470","HDC현대EP","KOSPI","화학","4765","75","1.60","152003500000"
"294870","HDC현대산업개발","KOSPI","건설업","13960","-190","-1.34","920066326800"
"009540","HD한국조선해양","KOSPI","기타금융","100900","2700","2.75","7141007404400"
"267250","HD현대","KOSPI","기타금융","60200","900","1.52","4755383717000"
"267270","HD현대건설기계","KOSPI","기계","47900","1450","3.12","943667984700"
"322000","HD현대에너지솔루션","KOSPI","전기전자","24200","650","2.76","271040000000"
"042670","HD현대인프라코어","KOSPI","기계","7700","170","2.26","1536946588100"
"267260","HD현대일렉트릭","KOSPI","전기전자","85400","-2600","-2.95","3078425329000"
"329180","HD현대중공업","KOSPI","운수장비","114700","3300","2.96","10182276405200"
"097230","HJ중공업","KOSPI","건설업","3935","-5","-0.13","327684295735"
"014790","HL D&I","KOSPI","건설업","2140","45","2.15","81017406140"
"003580","HLB글로벌","KOSPI","광업","3610","25","0.70","152992785530"
"204320","HL만도","KOSPI","운수장비","35850","200","0.56","1683412752000"
"060980","HL홀딩스","KOSPI","기타금융","32950","-50","-0.15","335082059500"
"011200","HMM","KOSPI","운수창고업","15910","410","2.65","10962618381360"
"082740","HSD엔진","KOSPI","기계","8640","450","5.49","618140108160"
"035000","HS애드","KOSPI","서비스업","6360","50","0.79","105368721240"
"003560","IHQ","KOSPI","서비스업","3585","0","0.00","57908659155"
"175330","JB금융지주","KOSPI","기타금융","10890","-20","-0.18","2145143715660"
"234080","JW생명과학","KOSPI","의약품","12700","120","0.95","201098835800"
"001060","JW중외제약","KOSPI","의약품","30200","1300","4.50","689618087200"
"001067","JW중외제약2우B","KOSPI","의약품","63000","100","0.16","12972708000"
"001065","JW중외제약우","KOSPI","의약품","32700","350","1.08","10965127500"
"096760","JW홀딩스","KOSPI","기타금융","3470","20","0.58","251603311730"
"105560","KB금융","KOSPI","기타금융","53900","-700","-1.28","21749246780800"
"432320","KB스타리츠","KOSPI","서비스업","3690","60","1.65","374218711650"
"002380","KCC","KOSPI","화학","243000","6500","2.75","2159412453000"
"344820","KCC글라스","KOSPI","비금속광물","41650","500","1.22","665171824800"
"009070","KCTC","KOSPI","운수창고업","3960","10","0.25","118800000000"
"009440","KC그린홀딩스","KOSPI","기타금융","3375","35","1.05","75718057500"
"119650","KC코트렐","KOSPI","기계","1540","45","3.01","78440562200"
"092220","KEC","KOSPI","전기전자","1438","12","0.84","288697396758"
"003620","KG모빌리티","KOSPI","운수장비","7890","70","0.90","1475083029360"
"016380","KG스틸","KOSPI","철강금속","8120","60","0.74","812072243640"
"001390","KG케미칼","KOSPI","화학","6650","80","1.22","455319116000"
"033180","KH 필룩스","KOSPI","전기전자","1326","0","0.00","84294994836"
"015590","KIB플러그에너지","KOSPI","기계","934","6","0.65","221294062096"
"001940","KISCO홀딩스","KOSPI","철강금속","21550","-300","-1.37","348600989000"
"025000","KPX케미칼","KOSPI","화학","44900","400","0.90","217316000000"
"092230","KPX홀딩스","KOSPI","화학","51800","100","0.19","218836662800"
"000040","KR모터스","KOSPI","운수장비","527","0","0.00","50664971055"
"044450","KSS해운","KOSPI","운수창고업","8380","-50","-0.59","193459674400"
"030200","KT","KOSPI","통신업","33200","150","0.45","8560977232000"
"033780","KT&G","KOSPI","기타제조업","91000","300","0.33","12177847227000"
"058850","KTcs","KOSPI","서비스업","3315","40","1.22","141500775000"
"058860","KTis","KOSPI","서비스업","2940","20","0.68","102317880000"
"093050","LF","KOSPI","섬유의복","13650","50","0.37","399126000000"
"003550","LG","KOSPI","기타금융","85400","100","0.12","13433504802200"
"034220","LG디스플레이","KOSPI","전기전자","13620","10","0.07","4873449834000"
"051900","LG생활건강","KOSPI","화학","344000","6500","1.93","5372659768000"
"051905","LG생활건강우","KOSPI","화학","151800","2300","1.54","318734004600"
"373220","LG에너지솔루션","KOSPI","전기전자","444000","12000","2.78","103896000000000"
"003555","LG우","KOSPI","기타금융","62400","0","0.00","188549088000"
"032640","LG유플러스","KOSPI","통신업","10460","20","0.19","4566954836060"
"011070","LG이노텍","KOSPI","전기전자","250500","1500","0.60","5928610303500"
"066570","LG전자","KOSPI","전기전자","106600","900","0.85","17444856972400"
"066575","LG전자우","KOSPI","전기전자","47550","450","0.96","817193919600"
"037560","LG헬로비전","KOSPI","서비스업","3430","50","1.48","265642746950"
"051910","LG화학","KOSPI","화학","493500","9500","1.96","34837321270500"
"051915","LG화학우","KOSPI","화학","303500","4500","1.51","2333550800000"
"079550","LIG넥스원","KOSPI","기계","93000","-600","-0.64","2046000000000"
"006260","LS","KOSPI","기타금융","80500","3700","4.82","2592100000000"
"010120","LS ELECTRIC","KOSPI","전기전자","70900","1300","1.87","2127000000000"
"000680","LS네트웍스","KOSPI","유통업","4045","85","2.15","318758199720"
"229640","LS전선아시아","KOSPI","기타금융","11480","250","2.23","351573610920"
"108320","LX세미콘","KOSPI","전기전자","93300","2500","2.75","1517459190000"
"001120","LX인터내셔널","KOSPI","유통업","29800","300","1.02","1155048000000"
"108670","LX하우시스","KOSPI","화학","43350","0","0.00","388748494500"
"108675","LX하우시스우","KOSPI","화학","20000","-50","-0.25","20646600000"
"383800","LX홀딩스","KOSPI","기타금융","7230","10","0.14","551509388700"
"38380K","LX홀딩스1우","KOSPI","기타금융","9220","120","1.32","13509927700"
"023150","MH에탄올","KOSPI","음식료품","6840","130","1.94","50469117840"
"035420","NAVER","KOSPI","서비스업","202500","500","0.25","32887740285000"
"181710","NHN","KOSPI","서비스업","22700","300","1.34","793062681400"
"400760","NH올원리츠","KOSPI","서비스업","3505","75","2.19","147911000000"
"005940","NH투자증권","KOSPI","증권","10340","-60","-0.58","3429425623140"
"005945","NH투자증권우","KOSPI","증권","9870","10","0.10","186256454160"
"338100","NH프라임리츠","KOSPI","서비스업","4480","50","1.13","83596800000"
"034310","NICE","KOSPI","서비스업","12270","-130","-1.05","464815821000"
"030190","NICE평가정보","KOSPI","서비스업","8840","40","0.45","536719008800"
"008260","NI스틸","KOSPI","철강금속","5940","70","1.19","169884694980"
"004250","NPC","KOSPI","화학","5450","50","0.93","200124000000"
"004255","NPC우","KOSPI","화학","2730","50","1.87","14414400000"
"456040","OCI","KOSPI","화학","112200","1800","1.63","834400993800"
"010060","OCI홀딩스","KOSPI","화학","103100","-100","-0.10","2042690916500"
"178920","PI첨단소재","KOSPI","화학","29450","100","0.34","864838182900"
"005490","POSCO홀딩스","KOSPI","철강금속","472000","8500","1.83","39917620560000"
"010950","S-Oil","KOSPI","화학","69300","1500","2.21","7801987485600"
"010955","S-Oil우","KOSPI","화학","49350","150","0.30","198482097450"
"034120","SBS","KOSPI","서비스업","25650","250","0.98","468178728300"
"005090","SGC에너지","KOSPI","전기가스업","28350","50","0.18","408504590550"
"001380","SG글로벌","KOSPI","운수장비","1438","22","1.55","64658437634"
"004060","SG세계물산","KOSPI","유통업","421","-3","-0.71","85220908160"
"001770","SHD","KOSPI","철강금속","21350","-100","-0.47","25937645300"
"002360","SH에너지화학","KOSPI","화학","696","15","2.20","77349076080"
"009160","SIMPAC","KOSPI","철강금속","3620","85","2.40","236854847920"
"123700","SJM","KOSPI","운수장비","3745","85","2.32","58440343010"
"025530","SJM홀딩스","KOSPI","유통업","3525","30","0.86","52642378200"
"034730","SK","KOSPI","기타금융","163700","700","0.43","11982566457300"
"011790","SKC","KOSPI","화학","97500","-900","-0.91","3692159055000"
"018670","SK가스","KOSPI","유통업","146500","800","0.55","1352230746000"
"001740","SK네트웍스","KOSPI","유통업","5690","40","0.71","1341578327850"
"006120","SK디스커버리","KOSPI","기타금융","40350","450","1.13","768177449250"
"006125","SK디스커버리우","KOSPI","기타금융","30600","200","0.66","41568723000"
"210980","SK디앤디","KOSPI","서비스업","26850","600","2.29","595805903400"
"068400","SK렌터카","KOSPI","서비스업","10460","-90","-0.85","494609886400"
"395400","SK리츠","KOSPI","서비스업","4070","85","2.13","1099440003530"
"302440","SK바이오사이언스","KOSPI","의약품","67800","700","1.04","5205958318800"
"326030","SK바이오팜","KOSPI","서비스업","87200","1500","1.75","6828915400000"
"402340","SK스퀘어","KOSPI","기타금융","47100","-1500","-3.09","6546006795600"
"361610","SK아이이테크놀로지","KOSPI","전기전자","68000","500","0.74","4848236256000"
"100090","SK오션플랜트","KOSPI","철강금속","15850","440","2.86","938249752800"
"03473K","SK우","KOSPI","기타금융","130800","-100","-0.08","74050458000"
"096770","SK이노베이션","KOSPI","화학","140600","4500","3.31","14152172298400"
"096775","SK이노베이션우","KOSPI","화학","92300","1900","2.10","115229719800"
"001510","SK증권","KOSPI","증권","623","1","0.16","294423676533"
"001515","SK증권우","KOSPI","증권","2050","5","0.24","8020653700"
"285130","SK케미칼","KOSPI","화학","63500","700","1.11","1095615220500"
"28513K","SK케미칼우","KOSPI","화학","29400","250","0.86","62193612600"
"017670","SK텔레콤","KOSPI","통신업","52000","100","0.19","11379323488000"
"000660","SK하이닉스","KOSPI","전기전자","131400","1500","1.15","95659510761000"
"003570","SNT다이내믹스","KOSPI","운수장비","14600","-950","-6.11","485489376200"
"064960","SNT모티브","KOSPI","운수장비","43750","150","0.34","639762200000"
"100840","SNT에너지","KOSPI","기계","21450","-150","-0.69","161018950950"
"036530","SNT홀딩스","KOSPI","기타금융","17210","150","0.88","280589878060"
"005610","SPC삼립","KOSPI","음식료품","64100","200","0.31","553119476900"
"011810","STX","KOSPI","유통업","15470","1470","10.50","365988130690"
"465770","STX그린로지스","KOSPI","운수창고업","12140","680","5.93","87056328480"
"077970","STX엔진","KOSPI","기계","11600","170","1.49","266903286400"
"071970","STX중공업","KOSPI","기계","9550","380","4.14","272677988950"
"002820","SUN&L","KOSPI","종이목재","2600","25","0.97","32780771400"
"084870","TBH글로벌","KOSPI","섬유의복","1860","-45","-2.36","38793683340"
"002710","TCC스틸","KOSPI","철강금속","50700","600","1.20","1329034437900"
"069260","TKG휴켐스","KOSPI","화학","21800","0","0.00","891153218400"
"002900","TYM","KOSPI","기계","5210","120","2.36","234715480760"
"024070","WISCOM","KOSPI","화학","2585","30","1.17","39618842230"
"037270","YG PLUS","KOSPI","서비스업","4255","125","3.03","269892139550"
"000500","가온전선","KOSPI","전기전자","17320","720","4.34","110136598320"
"000860","강남제비스코","KOSPI","화학","20700","100","0.49","134550000000"
"035250","강원랜드","KOSPI","서비스업","15510","150","0.98","3318217155000"
"011420","갤럭시아에스엠","KOSPI","서비스업","1902","37","1.98","52399422888"
"002100","경농","KOSPI","화학","12030","-510","-4.07","234856577250"
"009450","경동나비엔","KOSPI","전기전자","48300","-450","-0.92","703662993600"
"267290","경동도시가스","KOSPI","전기가스업","19840","140","0.71","116964855040"
"012320","경동인베스트","KOSPI","기타금융","70700","-1100","-1.53","167207126100"
"000050","경방","KOSPI","유통업","8500","-20","-0.23","233029795000"
"214390","경보제약","KOSPI","의약품","8480","0","0.00","202730172800"
"012610","경인양행","KOSPI","화학","3725","20","0.54","155020959625"
"009140","경인전자","KOSPI","전기전자","21050","-500","-2.32","33065276850"
"013580","계룡건설","KOSPI","건설업","14210","270","1.94","126908188470"
"012200","계양전기","KOSPI","기계","1937","2","0.10","52730619773"
"012205","계양전기우","KOSPI","기계","3950","-60","-1.50","4617862050"
"002140","고려산업","KOSPI","음식료품","3185","60","1.92","79432068625"
"010130","고려아연","KOSPI","철강금속","496500","8000","1.64","10381113942000"
"002240","고려제강","KOSPI","철강금속","19320","330","1.74","483000000000"
"009290","광동제약","KOSPI","의약품","7070","-20","-0.28","370615416570"
"017040","광명전기","KOSPI","전기전자","2250","10","0.45","97509633750"
"017900","광전자","KOSPI","전기전자","2120","10","0.47","122840777560"
"037710","광주신세계","KOSPI","유통업","30950","0","0.00","246275030500"
"030610","교보증권","KOSPI","증권","4995","15","0.30","569244990195"
"339770","교촌에프앤비","KOSPI","유통업","7390","60","0.82","184620970600"
"007690","국도화학","KOSPI","화학","40150","-50","-0.12","361776232400"
"005320","국동","KOSPI","유통업","720","3","0.42","41307498000"
"001140","국보","KOSPI","운수창고업","3225","20","0.62","40602005025"
"002720","국제약품","KOSPI","의약품","4875","-165","-3.27","103154181000"
"083420","그린케미칼","KOSPI","화학","6930","-80","-1.14","166320000000"
"014530","극동유화","KOSPI","화학","4840","540","12.56","168767992800"
"014280","금강공업","KOSPI","철강금속","5710","110","1.96","167470628470"
"014285","금강공업우","KOSPI","철강금속","9290","240","2.65","5479938750"
"008870","금비","KOSPI","비금속광물","90600","3400","3.90","90600000000"
"001570","금양","KOSPI","화학","99600","1600","1.63","5781783685200"
"002990","금호건설","KOSPI","건설업","5450","50","0.93","201397092750"
"002995","금호건설우","KOSPI","건설업","14100","170","1.22","4120950600"
"011780","금호석유","KOSPI","화학","131000","-100","-0.08","3739745949000"
"011785","금호석유우","KOSPI","화학","63000","0","0.00","190479618000"
"214330","금호에이치티","KOSPI","운수장비","689","4","0.58","135143838856"
"001210","금호전기","KOSPI","전기전자","850","-9","-1.05","31486561050"
"073240","금호타이어","KOSPI","화학","5300","-90","-1.67","1522479521100"
"092440","기신정기","KOSPI","기계","3015","25","0.84","88038000000"
"000270","기아","KOSPI","운수장비","84400","-800","-0.94","33932530733200"
"024110","기업은행","KOSPI","은행","11620","-60","-0.51","9266088597780"
"013700","까뮤이앤씨","KOSPI","건설업","1626","1","0.06","73417607280"
"004540","깨끗한나라","KOSPI","종이목재","1916","5","0.26","71353167788"
"004545","깨끗한나라우","KOSPI","종이목재","12740","200","1.59","4664878400"
"001260","남광토건","KOSPI","건설업","7900","-90","-1.13","77677318800"
"008350","남선알미늄","KOSPI","철강금속","2090","75","3.72","269775298100"
"008355","남선알미우","KOSPI","철강금속","21000","800","3.96","6465690000"
"004270","남성","KOSPI","유통업","2165","-65","-2.91","78399326400"
"003920","남양유업","KOSPI","음식료품","492500","-1500","-0.30","354600000000"
"003925","남양유업우","KOSPI","음식료품","252500","1000","0.40","50500000000"
"025860","남해화학","KOSPI","화학","7410","80","1.09","368120226630"
"005720","넥센","KOSPI","화학","4175","0","0.00","223546103975"
"005725","넥센우","KOSPI","화학","2860","25","0.88","10297716000"
"002350","넥센타이어","KOSPI","화학","8160","-180","-2.16","796969876320"
"002355","넥센타이어1우B","KOSPI","화학","2980","-40","-1.32","19370000000"
"092790","넥스틸","KOSPI","철강금속","8880","120","1.37","230897760000"
"251270","넷마블","KOSPI","서비스업","50000","2050","4.28","4297675100000"
"090350","노루페인트","KOSPI","화학","9890","180","1.85","197800000000"
"090355","노루페인트우","KOSPI","화학","20800","1270","6.50","9633020800"
"000320","노루홀딩스","KOSPI","기타금융","12130","200","1.68","161221661630"
"000325","노루홀딩스우","KOSPI","기타금융","63100","-3300","-4.97","15368572900"
"006280","녹십자","KOSPI","의약품","112500","-4100","-3.52","1314735525000"
"005250","녹십자홀딩스","KOSPI","서비스업","15100","-130","-0.85","710125971000"
"005257","녹십자홀딩스2우","KOSPI","서비스업","29900","350","1.18","25295101000"
"004370","농심","KOSPI","음식료품","422500","-1000","-0.24","2569916245000"
"072710","농심홀딩스","KOSPI","기타금융","65000","100","0.15","301456350000"
"058730","다스코","KOSPI","기계","4465","170","3.96","86607341565"
"030210","다올투자증권","KOSPI","증권","4240","-15","-0.35","258263089440"
"023590","다우기술","KOSPI","서비스업","17640","80","0.46","791447123880"
"145210","다이나믹디자인","KOSPI","기계","3625","35","0.97","62716462125"
"019680","대교","KOSPI","서비스업","2420","20","0.83","204980897000"
"019685","대교우B","KOSPI","서비스업","1363","8","0.59","26478987370"
"006370","대구백화점","KOSPI","유통업","11700","-60","-0.51","126612848700"
"008060","대덕","KOSPI","기타금융","6400","60","0.95","216896960000"
"00806K","대덕1우","KOSPI","기타금융","8280","-40","-0.48","10038315960"
"353200","대덕전자","KOSPI","전기전자","25450","800","3.25","1257660741250"
"35320K","대덕전자1우","KOSPI","전기전자","9380","150","1.63","19655968220"
"000490","대동","KOSPI","기계","14000","780","5.90","354886854000"
"008110","대동전자","KOSPI","전기전자","7660","-60","-0.78","80356824020"
"005750","대림B&Co","KOSPI","비금속광물","3760","10","0.27","62687622400"
"006570","대림통상","KOSPI","기계","2995","-35","-1.16","45598875000"
"001680","대상","KOSPI","음식료품","20400","-150","-0.73","706819710000"
"001685","대상우","KOSPI","음식료품","14340","50","0.35","19648997820"
"084690","대상홀딩스","KOSPI","기타금융","6880","100","1.47","249142261440"
"084695","대상홀딩스우","KOSPI","기타금융","7330","130","1.81","6695823060"
"128820","대성산업","KOSPI","유통업","3520","50","1.44","159228882560"
"117580","대성에너지","KOSPI","전기가스업","8120","90","1.12","223300000000"
"016710","대성홀딩스","KOSPI","서비스업","10130","90","0.90","162986219670"
"003540","대신증권","KOSPI","증권","14390","90","0.63","730629226000"
"003547","대신증권2우B","KOSPI","증권","13070","60","0.46","130700000000"
"003545","대신증권우","KOSPI","증권","13710","120","0.88","356460000000"
"009190","대양금속","KOSPI","철강금속","1278","-8","-0.62","48176912970"
"014160","대영포장","KOSPI","종이목재","1125","0","0.00","121943867625"
"047040","대우건설","KOSPI","건설업","4460","-15","-0.34","1853676965480"
"009320","대우부품","KOSPI","운수장비","1420","11","0.78","70005673400"
"003090","대웅","KOSPI","의약품","16970","-530","-3.03","986669400600"
"069620","대웅제약","KOSPI","의약품","108600","1200","1.12","1258302045000"
"000430","대원강업","KOSPI","운수장비","5360","20","0.37","332320000000"
"006340","대원전선","KOSPI","전기전자","1124","8","0.72","80888136216"
"006345","대원전선우","KOSPI","전기전자","2165","-5","-0.23","5674898000"
"003220","대원제약","KOSPI","의약품","16200","70","0.43","355827654000"
"024890","대원화성","KOSPI","화학","2050","50","2.50","84560761600"
"002880","대유에이텍","KOSPI","운수장비","409","-6","-1.45","47522077282"
"000300","대유플러스","KOSPI","전기전자","337","11","3.37","42615304333"
"012800","대창","KOSPI","철강금속","1242","10","0.81","113196499758"
"015230","대창단조","KOSPI","운수장비","6130","100","1.66","175147769900"
"001070","대한방직","KOSPI","섬유의복","8240","10","0.12","43672000000"
"006650","대한유화","KOSPI","화학","160000","-200","-0.12","1040000000000"
"001440","대한전선","KOSPI","전기전자","11990","110","0.93","1492123127000"
"084010","대한제강","KOSPI","철강금속","13640","220","1.64","319372375080"
"001790","대한제당","KOSPI","음식료품","3050","30","0.99","273574569000"
"001795","대한제당우","KOSPI","음식료품","2620","-10","-0.38","16984831200"
"001130","대한제분","KOSPI","음식료품","129100","100","0.08","218179000000"
"003490","대한항공","KOSPI","운수창고업","22350","-200","-0.89","8229731773350"
"003495","대한항공우","KOSPI","운수창고업","23600","0","0.00","26214738400"
"005880","대한해운","KOSPI","운수창고업","1714","19","1.12","547070166440"
"003830","대한화섬","KOSPI","화학","100400","600","0.60","133331200000"
"016090","대현","KOSPI","섬유의복","2095","15","0.72","92771439450"
"069460","대호에이엘","KOSPI","철강금속","1208","26","2.20","80048159864"
"192080","더블유게임즈","KOSPI","서비스업","46400","400","0.87","844051124800"
"012510","더존비즈온","KOSPI","서비스업","29000","300","1.05","881100736000"
"004830","덕성","KOSPI","화학","5140","80","1.58","80595200000"
"004835","덕성우","KOSPI","화학","4755","35","0.74","6618960000"
"024900","덕양산업","KOSPI","운수장비","4345","155","3.70","141494838100"
"145720","덴티움","KOSPI","의료정밀","124000","-1500","-1.20","1372534920000"
"002150","도화엔지니어링","KOSPI","서비스업","8170","240","3.03","275492400000"
"460850","동국씨엠","KOSPI","철강금속","7180","130","1.84","214672350080"
"460860","동국제강","KOSPI","철강금속","10990","530","5.07","545192106830"
"001230","동국홀딩스","KOSPI","철강금속","9190","50","0.55","292246438770"
